-40,160
-39,160
-38,160
-37,160
-36,160
-35,160
-34,160
-33,160
-32,160
-31,160
-30,160
-29,160
-28,160
-27,160
-26,160
-25,160
-24,160
-23,160
-22,160
-21,160
-20,160
-19,160
-18,160
-17,160
-16,160
-15,160
-14,160
-13,160
-12,160
-11,160
-10,160
-9,160
-8,160
-7,160
-6,160
-5,160
-4,160
-3,160
-2,160
-1,160
0,160
1,160
2,160
3,160
4,160
5,160
6,160
7,160
8,160
9,160
10,160
11,160
12,160
13,160
14,160
15,160
16,160
17,160
18,160
19,160
20,160
21,160
22,160
23,160
24,160
25,160
26,160
27,160
28,160
29,160
30,160
31,160
32,160
33,160
34,160
35,160
36,160
37,160
38,160
39,160
40,160
41,160
42,160
43,160
44,160
45,160
46,160
47,160
48,160
49,160
50,160
51,160
52,160
53,160
54,160
55,160
56,160
57,160
58,160
59,160
60,160
61,160
62,160
63,160
64,160
65,160
66,160
67,160
68,160
69,160
70,160
71,160
72,160
73,160
74,160
75,160
76,160
77,160
78,160
79,160
80,160
81,160
82,160
83,160
84,160
85,160
86,160
87,160
88,160
89,160
90,160
91,160
92,160
93,160
94,160
95,160
96,160
97,160
98,160
99,160
100,160
101,160
102,160
103,160
104,160
105,160
106,160
107,160
108,160
109,160
110,160
111,160
112,160
113,160
114,160
115,160
116,160
117,160
118,160
119,160
120,160
121,160
122,160
123,160
124,160
125,160
126,160
127,160
128,160
129,160
130,160
131,160
132,160
133,160
134,160
135,160
136,160
137,160
138,160
139,160
140,160
141,160
142,160
143,160
144,160
145,160
146,160
147,160
148,160
149,160
150,161
151,162
152,163
153,164
154,165
155,166
156,167
157,168
158,169
159,170
160,171
161,172
162,173
163,174
164,175
165,176
166,177
167,178
168,179
169,180
170,181
171,182
172,183
173,184
174,185
175,186
176,187
177,188
178,189
179,190
180,191
181,192
182,193
183,194
184,195
185,196
186,197
187,198
188,199
189,200
190,201
191,202
192,203
193,204
194,205
195,206
196,208
197,209
198,209
199,209
200,209
201,209
202,209
203,209
204,209
205,209
206,209
207,209
208,209
209,209
210,209
211,209
212,209
213,209
214,209
215,209
216,209
217,209
218,209
219,209
220,209
221,209
222,209
223,209
224,209
225,209
226,209
227,209
228,209
229,209
230,209
231,209
232,209
233,209
234,209
235,209
236,209
237,209
238,209
239,209
240,209
241,209
242,209
243,209
244,209
245,209
246,209
247,209
248,209
249,209
250,209
251,209
252,209
253,209
254,209
255,209
256,209
257,209
258,209
259,209
260,209
261,209
262,209
263,209
264,209
265,209
266,209
267,209
268,209
269,209
270,209
271,209
272,209
273,209
274,209
275,209
276,209
277,209
278,209
279,209
280,209
281,209
282,209
283,209
284,209
285,209
286,209
287,209
288,209
289,209
290,209
291,209
292,209
293,209
294,209
295,209
296,209
297,209
298,209
299,209
300,209
301,209
302,209
303,209
304,209
305,209
306,209
307,209
308,209
309,209
310,209
311,209
312,209
313,209
314,209
315,209
316,209
317,209
318,209
319,209
320,209
321,209
322,209
323,209
324,209
325,209
326,209
327,209
328,209
329,209
330,209
331,209
332,209
333,209
334,209
335,209
336,209
337,209
338,209
339,209
340,209
341,209
342,209
343,209
344,209
345,209
346,209
347,209
348,209
349,209
350,209
351,209
352,209
353,209
354,209
355,209
356,209
357,209
358,209
359,209
360,209
361,209
362,209
363,209
364,209
365,209
366,209
367,209
368,209
369,209
